rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,date,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,selfMade_indicator
94,17500,Metals & Mining,Savitri Jindal & family,73.0,India,Hisar,Steel,Metals & Mining,India,False,D,F,Jindal,Savitri,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
97,17400,Real Estate,Donald Bren,90.0,United States,Newport Beach,Real estate,Real Estate,United States,True,U,M,Bren,Donald,Chairman,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
97,17400,Fashion & Retail,"John Menard, Jr.",83.0,United States,Eau Claire,Home improvement stores,Fashion & Retail,United States,True,U,M,Menard,John,Founder,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
99,17100,Media & Entertainment,Rupert Murdoch & family,92.0,United States,New York,"Newspapers, TV network",Media & Entertainment,United States,False,D,M,Murdoch,Rupert,Chairman and CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
100,16700,Finance & Investments,Vicky Safra & family,70.0,Switzerland,Crans-Montana,Banking,Finance & Investments,Brazil,False,U,F,Safra,Vicky,,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Inherited Wealth
101,16500,Fashion & Retail,"Theo Albrecht, Jr. & family",72.0,Germany,Mulheim an der Ruhr,"Aldi, Trader Joe's",Fashion & Retail,Germany,False,D,M,Albrecht,Theo,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
101,16500,Finance & Investments,Renata Kellnerova & family,55.0,Czech Republic,Prague,"Finance, telecommunications",Finance & Investments,Czech Republic,False,D,F,Kellnerova,Renata,,4/4/2023 5:01,116.48,2.8,246489245495.0,64.1,100.7,79.0,14.9,46.1,10669709.0,49.817492,15.472962,Inherited Wealth
103,16300,Healthcare,Li Xiting,72.0,China,Shenzhen,medical devices,Healthcare,Singapore,True,D,M,Li,Xiting,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
104,16200,Fashion & Retail,Stefan Persson,75.0,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,False,D,M,Persson,Stefan,Chairman,4/4/2023 5:01,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,Inherited Wealth
104,16200,Technology,Eric Schmidt,67.0,United States,Atherton,Google,Technology,United States,True,D,M,Schmidt,Eric,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
106,16000,Finance & Investments,Michael Platt,55.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,U,M,Platt,Michael,Founder ,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Self Made Billionaires
107,15900,Food & Beverage,Pang Kang,67.0,China,Foshan,Soy sauce,Food & Beverage,China,True,D,M,Pang,Kang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
108,15800,Fashion & Retail,Karl Albrecht Jr. & family,,Germany,Munich,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,M,Albrecht Jr.,Karl,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
108,15800,Fashion & Retail,Beate Heister,,United States,New York,Supermarkets,Fashion & Retail,Germany,False,Split Family Fortune,F,Heister,Beate,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.20000000000002,101.79999999999998,78.5,9.599999999999998,36.60000000000001,328239523.0,37.09024,-95.712891,Inherited Wealth
108,15800,Food & Beverage,Jorge Paulo Lemann & family,83.0,Switzerland,Zurich,Beer,Food & Beverage,Brazil,True,U,M,Lemann,Jorge Paulo,"Investor, Philanthropist",4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Self Made Billionaires
108,15800,Real Estate,Peter Woo,76.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,Woo,Peter,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
112,15600,Healthcare,Dilip Shanghvi,67.0,India,Mumbai,Pharmaceuticals,Healthcare,India,True,E,M,Shanghvi,Dilip,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
113,15500,Technology,Robert Pera,45.0,United States,San Jose,Wireless networking,Technology,United States,True,U,M,Pera,Robert,Chief Executive Officer,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
114,15300,Fashion & Retail,Radhakishan Damani,68.0,India,Mumbai,"Retail, investments",Fashion & Retail,India,True,D,M,Damani,Radhakishan,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
115,15200,Automotive,Huang Shilin,56.0,China,Ningde,Batteries,Automotive,China,True,D,M,Huang,Shilin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
116,14900,Diversified,Dhanin Chearavanont,83.0,Thailand,Bangkok,Diversified,Diversified,Thailand,False,U,M,Chearavanont,Dhanin,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Inherited Wealth
116,14900,Fashion & Retail,David Green & family,81.0,United States,Oklahoma City,Retail,Fashion & Retail,United States,True,U,M,Green,David,CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78.0,Thailand,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,True,U,M,Sirivadhanabhakdi,Charoen,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Self Made Billionaires
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68.0,United Kingdom,London,Heineken,Food & Beverage,Netherlands,False,D,F,de Carvalho-Heineken,Charlene,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Inherited Wealth
120,14600,Healthcare,Xu Hang,60.0,China,Shenzhen,Medical devices,Healthcare,Hong Kong,True,D,M,Xu,Hang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
121,14500,Automotive,Wei Jianjun & family,59.0,China,Baoding,Automobiles,Automotive,China,True,D,M,Wei,Jianjun,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
122,14400,Metals & Mining,Alisher Usmanov,69.0,Uzbekistan,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,True,U,M,Usmanov,Alisher,Founder,4/4/2023 5:01,127.59498797113072,4.4119486768243785,57921286440.0,10.1,104.2,71.6,14.8,31.6,33580650.0,41.377491,64.585262,Self Made Billionaires
123,14300,Manufacturing,Goh Cheng Liang,95.0,Singapore,Singapore,Paints,Manufacturing,Singapore,True,U,M,Goh,Cheng Liang,,4/4/2023 5:01,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Self Made Billionaires
124,14200,Diversified,Kumar Birla,55.0,India,Mumbai,Commodities,Diversified,India,False,D,M,Birla,Kumar,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
124,14200,Manufacturing,Aliko Dangote,65.0,Nigeria,Lagos,"Cement, sugar",Manufacturing,Nigeria,True,U,M,Dangote,Aliko,CEO,4/4/2023 5:01,267.51,11.4,448120428859.0,10.2,84.7,54.3,1.5,34.8,200963599.0,9.081999,8.675277,Self Made Billionaires
126,14100,Real Estate,Kwong Siu-hing,93.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,U,F,Kwong,Siu-hing,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
127,14000,Diversified,Idan Ofer,67.0,United Kingdom,London,Shipping,Diversified,Israel,False,U,M,Ofer,Idan,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Inherited Wealth
128,13900,Healthcare,Chen Bang,57.0,China,Changsha,Hospitals,Healthcare,China,True,U,M,Chen,Bang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
128,13900,Gambling & Casinos,Lui Che Woo,94.0,Hong Kong,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,True,U,M,Lui,Che Woo,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
130,13700,Logistics,John Fredriksen,78.0,United Kingdom,London,Shipping,Logistics,Cyprus,True,U,M,Fredriksen,John,Investor,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Self Made Billionaires
130,13700,Construction & Engineering,Diane Hendricks,76.0,United States,Afton,Building supplies,Construction & Engineering,United States,True,U,F,Hendricks,Diane,Cofounder,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
130,13700,Technology,Jan Koum,47.0,United States,Atherton,WhatsApp,Technology,United States,True,U,M,Koum,Jan,"CEO, cofounder",4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
133,13300,Sports,Jerry Jones,80.0,United States,Dallas,Dallas Cowboys,Sports,United States,True,U,M,Jones,Jerry,President and General Manager,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
133,13300,Energy,George Kaiser,80.0,United States,Tulsa,"Oil & gas, banking",Energy,United States,False,U,M,Kaiser,George,Chairman,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
133,13300,Real Estate,Joseph Lau,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,Lau,Joseph,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
136,13200,Automotive,Lu Xiangyang,60.0,China,Guangzhou,"Automobiles, batteries",Automotive,China,True,D,M,Lu,Xiangyang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
137,13100,Real Estate,Harry Triguboff,90.0,Australia,Sydney,Real estate,Real Estate,Australia,True,U,M,Triguboff,Harry,,4/4/2023 5:01,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Self Made Billionaires
138,12900,Finance & Investments,Uday Kotak,64.0,India,Mumbai,Banking,Finance & Investments,India,True,D,M,Kotak,Uday,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
138,12900,Sports,Stanley Kroenke,75.0,United States,Electra,"Sports, real estate",Sports,United States,True,U,M,Kroenke,Stanley,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
140,12600,Energy,Mikhail Fridman,58.0,United Kingdom,London,"Oil, banking, telecom",Energy,Russia,True,U,M,Fridman,Mikhail,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Self Made Billionaires
141,12300,Energy,Sarath Ratanavadi,57.0,Thailand,Bangkok,Energy,Energy,Thailand,True,U,M,Ratanavadi,Sarath,,4/4/2023 5:01,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,Self Made Billionaires
142,12200,Metals & Mining,Dang Yanbao,50.0,China,Yinchuan,Coal,Metals & Mining,China,True,D,M,Dang,Yanbao,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
142,12200,Healthcare,Jiang Rensheng & family,69.0,China,Chongqing,Vaccines,Healthcare,China,True,D,M,Jiang,Rensheng,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
144,12100,Automotive,Shahid Khan,72.0,United States,Naples,Auto parts,Automotive,United States,True,U,M,Khan,Shahid,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
145,12000,Technology,Laurene Powell Jobs & family,59.0,United States,Palo Alto,"Apple, Disney",Technology,United States,False,D,F,Powell Jobs,Laurene,"Investor, Philanthropist",4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
146,11800,Diversified,Robert Kuok,99.0,Hong Kong,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,True,U,M,Kuok,Robert,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
147,11600,Real Estate,Stephen Ross,82.0,United States,New York,Real estate,Real Estate,United States,True,U,M,Ross,Stephen,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
148,11500,Technology,Pavel Durov,38.0,United Arab Emirates,Dubai,Messaging app,Technology,United Arab Emirates,True,D,M,Durov,Pavel,,4/4/2023 5:01,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,Self Made Billionaires
148,11500,Healthcare,Andreas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,D,M,Struengmann,Andreas,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Self Made Billionaires
148,11500,Healthcare,Thomas Struengmann & family,73.0,Germany,Tegernsee,Pharmaceuticals,Healthcare,Germany,True,D,M,Struengmann,Thomas,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Self Made Billionaires
151,11400,Food & Beverage,Liu Hanyuan,59.0,China,Chengdu,Agribusiness,Food & Beverage,China,True,D,M,Liu,Hanyuan,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
151,11400,Fashion & Retail,Michael Rubin,50.0,United States,Bryn Mawr,Online retail,Fashion & Retail,United States,True,U,M,Rubin,Michael,CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
153,11300,Finance & Investments,Israel Englander,74.0,United States,New York,Hedge funds,Finance & Investments,United States,True,D,M,Englander,Israel,Founder,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
153,11300,Manufacturing,Viatcheslav Kantor,69.0,Israel,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,True,U,M,Kantor,Viatcheslav,,4/4/2023 5:01,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,Self Made Billionaires
153,11300,Manufacturing,Anthony Pratt,62.0,Australia,Melbourne,Manufacturing,Manufacturing,Australia,False,D,M,Pratt,Anthony,,4/4/2023 5:01,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Inherited Wealth
153,11300,Finance & Investments,Mikhail Prokhorov,57.0,Switzerland,Frauenfeld,Investments,Finance & Investments,Russia,True,U,M,Prokhorov,Mikhail,,4/4/2023 5:01,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,Self Made Billionaires
157,11100,Fashion & Retail,Giorgio Armani,88.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,True,U,M,Armani,Giorgio,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
157,11100,Fashion & Retail,Johann Rupert & family,72.0,South Africa,Cape Town,Luxury goods,Fashion & Retail,South Africa,False,U,M,Rupert,Johann,,4/4/2023 5:01,158.93,4.1,351431649241.0,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506,Inherited Wealth
159,11000,Finance & Investments,Gong Hongjia & family,58.0,Hong Kong,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,True,D,M,Gong,Hongjia,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
159,11000,Technology,Zhang Zhidong,51.0,China,Shenzhen,Internet media,Technology,China,True,D,M,Zhang,Zhidong,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
161,10900,Finance & Investments,Philip Anschutz,83.0,United States,Denver,"Energy, sports, entertainment",Finance & Investments,United States,False,E,M,Anschutz,Philip,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
161,10900,Fashion & Retail,Judy Love & family,85.0,United States,Oklahoma City,Gas stations,Fashion & Retail,United States,True,U,F,Love,Judy,Chairman and CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67.0,Mexico,Mexico City,"Retail, media",Fashion & Retail,Mexico,False,D,M,Salinas Pliego,Ricardo,,4/4/2023 5:01,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784,Inherited Wealth
164,10700,Media & Entertainment,Donald Newhouse,93.0,United States,New York,Media,Media & Entertainment,United States,False,D,M,Newhouse,Donald,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
165,10600,Sports,Robert Kraft,81.0,United States,Brookline,"Manufacturing, New England Patriots",Sports,United States,True,U,M,Kraft,Robert,Chairman & CEO,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
165,10600,Food & Beverage,Marcel Herrmann Telles,73.0,Brazil,Sao Paulo,Beer,Food & Beverage,Brazil,True,U,M,Telles,Marcel Herrmann,,4/4/2023 5:01,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Self Made Billionaires
167,10500,Finance & Investments,Suleiman Kerimov & family,57.0,Russia,Moscow,Gold,Finance & Investments,Russia,True,U,M,Kerimov & family,Suleiman,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
167,10500,Fashion & Retail,Sky Xu,39.0,China,Guangzhou,E-commerce,Fashion & Retail,China,True,U,M,Xu,Sky,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
167,10500,Finance & Investments,Changpeng Zhao,45.0,United Arab Emirates,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,True,D,M,Zhao,Changpeng,,4/4/2023 5:01,114.52,-1.9,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,Self Made Billionaires
170,10300,Finance & Investments,Andrew Beal,70.0,United States,Dallas,"Banks, real estate",Finance & Investments,United States,True,U,M,Beal,Andrew,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
171,10200,Technology,Mike Cannon-Brookes,43.0,Australia,Sydney,Software,Technology,Australia,True,D,M,Cannon-Brookes,Mike,,4/4/2023 5:01,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,Self Made Billionaires
171,10200,Healthcare,Carl Cook,60.0,United States,Bloomington,Medical devices,Healthcare,United States,False,D,M,Cook,Carl,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
171,10200,Technology,David Duffield,82.0,United States,Incline Village,Business software,Technology,United States,True,D,M,Duffield,David,Chairman and Cofounder,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
